,ANIO,MES,LOCALIDAD,COD_UPZ,Cluster
1399,2021,12,RAFAEL URIBE URIBE,39,1
1400,2021,12,RAFAEL URIBE URIBE,53,1
1401,2021,12,RAFAEL URIBE URIBE,54,1
1402,2021,12,SANTA FE,91,2
1403,2021,12,SANTA FE,92,1
1404,2021,12,SANTA FE,93,2
1405,2021,12,SUBA,17,0
1406,2021,12,SUBA,18,2
1407,2021,12,SUBA,19,1
1408,2021,12,SUBA,2,1
1409,2021,12,SUBA,20,1
1410,2021,12,SUBA,23,2
1411,2021,12,SUBA,24,1
1412,2021,12,SUBA,25,1
1413,2021,12,SUBA,27,0
1414,2021,12,SUBA,28,1
1415,2021,12,SUBA,3,1
1416,2021,12,TEUSAQUILLO,100,1
1417,2021,12,TEUSAQUILLO,106,1
1418,2021,12,TEUSAQUILLO,107,2
1419,2021,12,TUNJUELITO,42,1
1420,2021,12,USAQUÃ‰N,10,2
1421,2021,12,USAQUÃ‰N,11,1
1422,2021,12,USAQUÃ‰N,12,1
1423,2021,12,USAQUÃ‰N,13,2
1424,2021,12,USAQUÃ‰N,14,2
1425,2021,12,USAQUÃ‰N,15,1
1426,2021,12,USAQUÃ‰N,16,2
1427,2021,12,USAQUÃ‰N,9,1
1428,2021,12,USME,56,1
1429,2021,12,USME,57,0
1430,2021,12,USME,58,1
1431,2021,12,USME,61,1
1432,2022,1,ANTONIO NARIÃ‘O,35,1
1433,2022,1,ANTONIO NARIÃ‘O,38,1
1434,2022,1,BARRIOS UNIDOS,103,1
1435,2022,1,BARRIOS UNIDOS,21,1
1436,2022,1,BARRIOS UNIDOS,22,1
1437,2022,1,BARRIOS UNIDOS,98,2
1438,2022,1,BOSA,49,1
1439,2022,1,BOSA,84,1
1440,2022,1,BOSA,85,0
1441,2022,1,BOSA,86,1
1442,2022,1,BOSA,87,0
1443,2022,1,CANDELARIA,94,1
1444,2022,1,CHAPINERO,88,1
1445,2022,1,CHAPINERO,90,2
1446,2022,1,CHAPINERO,97,2
1447,2022,1,CHAPINERO,99,1
1448,2022,1,KENNEDY,113,2
1449,2022,1,KENNEDY,44,1
1450,2022,1,KENNEDY,45,1
1451,2022,1,KENNEDY,46,1
1452,2022,1,KENNEDY,48,1
1453,2022,1,KENNEDY,79,2
1454,2022,1,KENNEDY,81,1
1455,2022,1,PUENTE ARANDA,108,2
1456,2022,1,PUENTE ARANDA,111,1
1457,2022,1,PUENTE ARANDA,40,1
1458,2022,1,PUENTE ARANDA,41,1
1459,2022,1,RAFAEL URIBE URIBE,36,1
1460,2022,1,RAFAEL URIBE URIBE,39,1
1461,2022,1,RAFAEL URIBE URIBE,53,1
1462,2022,1,RAFAEL URIBE URIBE,54,0
1463,2022,1,SANTA FE,91,2
1464,2022,1,SANTA FE,92,1
1465,2022,1,SANTA FE,93,2
1466,2022,1,SUBA,17,2
1467,2022,1,SUBA,18,1
1468,2022,1,SUBA,19,1
1469,2022,1,SUBA,2,1
1470,2022,1,SUBA,20,1
1471,2022,1,SUBA,23,2
1472,2022,1,SUBA,24,1
1473,2022,1,SUBA,25,1
1474,2022,1,SUBA,27,0
1475,2022,1,SUBA,28,1
1476,2022,1,SUBA,3,1
1477,2022,1,TEUSAQUILLO,100,1
1478,2022,1,TEUSAQUILLO,106,1
1479,2022,1,TEUSAQUILLO,107,2
1480,2022,1,TUNJUELITO,42,1
1481,2022,1,USAQUÃ‰N,10,2
1482,2022,1,USAQUÃ‰N,11,1
1483,2022,1,USAQUÃ‰N,12,1
1484,2022,1,USAQUÃ‰N,13,2
1485,2022,1,USAQUÃ‰N,14,2
1486,2022,1,USAQUÃ‰N,15,1
1487,2022,1,USAQUÃ‰N,16,2
1488,2022,1,USAQUÃ‰N,9,1
1489,2022,1,USME,56,1
1490,2022,1,USME,57,0
1491,2022,1,USME,58,1
1492,2022,1,USME,61,1
1493,2022,2,ANTONIO NARIÃ‘O,38,1
1494,2022,2,BARRIOS UNIDOS,103,1
1495,2022,2,BARRIOS UNIDOS,21,1
1496,2022,2,BARRIOS UNIDOS,22,0
1497,2022,2,BARRIOS UNIDOS,98,2
1498,2022,2,BOSA,49,1
1499,2022,2,BOSA,84,1
1500,2022,2,BOSA,85,0
1501,2022,2,BOSA,86,1
1502,2022,2,BOSA,87,0
1503,2022,2,CANDELARIA,94,1
1504,2022,2,CHAPINERO,88,1
1505,2022,2,CHAPINERO,90,2
1506,2022,2,CHAPINERO,97,2
1507,2022,2,CHAPINERO,99,1
1508,2022,2,KENNEDY,113,2
1509,2022,2,KENNEDY,44,2
1510,2022,2,KENNEDY,45,1
1511,2022,2,KENNEDY,46,1
1512,2022,2,KENNEDY,48,1
1513,2022,2,KENNEDY,79,1
1514,2022,2,KENNEDY,81,1
1515,2022,2,PUENTE ARANDA,108,1
1516,2022,2,PUENTE ARANDA,111,1
1517,2022,2,PUENTE ARANDA,40,1
1518,2022,2,PUENTE ARANDA,41,1
1519,2022,2,RAFAEL URIBE URIBE,36,1
1520,2022,2,RAFAEL URIBE URIBE,39,1
1521,2022,2,RAFAEL URIBE URIBE,53,1
1522,2022,2,RAFAEL URIBE URIBE,54,1
1523,2022,2,SANTA FE,91,2
1524,2022,2,SANTA FE,92,1
1525,2022,2,SANTA FE,93,2
1526,2022,2,SUBA,17,2
1527,2022,2,SUBA,18,1
1528,2022,2,SUBA,19,1
1529,2022,2,SUBA,2,1
1530,2022,2,SUBA,20,2
1531,2022,2,SUBA,23,2
1532,2022,2,SUBA,24,1
1533,2022,2,SUBA,25,1
1534,2022,2,SUBA,27,0
1535,2022,2,SUBA,28,1
1536,2022,2,SUBA,3,1
1537,2022,2,TEUSAQUILLO,100,1
1538,2022,2,TEUSAQUILLO,106,1
1539,2022,2,TEUSAQUILLO,107,2
1540,2022,2,TUNJUELITO,42,1
1541,2022,2,USAQUÃ‰N,10,2
1542,2022,2,USAQUÃ‰N,11,1
1543,2022,2,USAQUÃ‰N,12,1
1544,2022,2,USAQUÃ‰N,13,2
1545,2022,2,USAQUÃ‰N,14,2
1546,2022,2,USAQUÃ‰N,15,1
1547,2022,2,USAQUÃ‰N,16,2
1548,2022,2,USAQUÃ‰N,9,1
1549,2022,2,USME,56,1
1550,2022,2,USME,57,0
1551,2022,2,USME,58,1
1552,2022,2,USME,61,0
1553,2022,3,ANTONIO NARIÃ‘O,38,1
1554,2022,3,BARRIOS UNIDOS,103,1
1555,2022,3,BARRIOS UNIDOS,21,1
1556,2022,3,BARRIOS UNIDOS,22,1
1557,2022,3,BARRIOS UNIDOS,98,2
1558,2022,3,BOSA,49,1
1559,2022,3,BOSA,84,1
1560,2022,3,BOSA,85,1
1561,2022,3,BOSA,86,1
1562,2022,3,BOSA,87,0
1563,2022,3,CANDELARIA,94,1
1564,2022,3,CHAPINERO,88,1
1565,2022,3,CHAPINERO,90,1
1566,2022,3,CHAPINERO,97,2
1567,2022,3,CHAPINERO,99,1
1568,2022,3,KENNEDY,113,1
1569,2022,3,KENNEDY,44,2
1570,2022,3,KENNEDY,45,1
1571,2022,3,KENNEDY,46,1
1572,2022,3,KENNEDY,48,1
1573,2022,3,KENNEDY,79,1
1574,2022,3,KENNEDY,81,1
1575,2022,3,PUENTE ARANDA,108,1
1576,2022,3,PUENTE ARANDA,111,1
1577,2022,3,PUENTE ARANDA,40,1
1578,2022,3,PUENTE ARANDA,41,1
1579,2022,3,RAFAEL URIBE URIBE,39,1
1580,2022,3,RAFAEL URIBE URIBE,53,1
1581,2022,3,RAFAEL URIBE URIBE,54,0
1582,2022,3,SANTA FE,91,2
1583,2022,3,SANTA FE,92,1
1584,2022,3,SANTA FE,93,1
1585,2022,3,SUBA,17,2
1586,2022,3,SUBA,18,1
1587,2022,3,SUBA,19,1
1588,2022,3,SUBA,2,1
1589,2022,3,SUBA,20,1
1590,2022,3,SUBA,23,2
1591,2022,3,SUBA,24,1
1592,2022,3,SUBA,25,1
1593,2022,3,SUBA,27,0
1594,2022,3,SUBA,28,1
1595,2022,3,SUBA,3,0
1596,2022,3,TEUSAQUILLO,100,1
1597,2022,3,TEUSAQUILLO,106,1
1598,2022,3,TEUSAQUILLO,107,2
1599,2022,3,TUNJUELITO,42,1
1600,2022,3,USAQUÃ‰N,10,2
1601,2022,3,USAQUÃ‰N,11,1
1602,2022,3,USAQUÃ‰N,12,1
1603,2022,3,USAQUÃ‰N,13,2
1604,2022,3,USAQUÃ‰N,14,2
1605,2022,3,USAQUÃ‰N,15,1
1606,2022,3,USAQUÃ‰N,16,2
1607,2022,3,USAQUÃ‰N,9,1
1608,2022,3,USME,56,1
1609,2022,3,USME,57,1
1610,2022,3,USME,58,1
1611,2022,3,USME,61,1
1612,2022,4,ANTONIO NARIÃ‘O,38,1
1613,2022,4,BARRIOS UNIDOS,103,1
1614,2022,4,BARRIOS UNIDOS,21,1
1615,2022,4,BARRIOS UNIDOS,22,1
1616,2022,4,BARRIOS UNIDOS,98,2
1617,2022,4,BOSA,49,1
1618,2022,4,BOSA,84,1
1619,2022,4,BOSA,85,1
1620,2022,4,BOSA,87,0
1621,2022,4,CANDELARIA,94,1
1622,2022,4,CHAPINERO,88,1
1623,2022,4,CHAPINERO,90,1
1624,2022,4,CHAPINERO,97,2
1625,2022,4,CHAPINERO,99,1
1626,2022,4,KENNEDY,113,2
1627,2022,4,KENNEDY,44,2
1628,2022,4,KENNEDY,45,1
1629,2022,4,KENNEDY,46,0
1630,2022,4,KENNEDY,48,1
1631,2022,4,KENNEDY,79,1
1632,2022,4,KENNEDY,80,0
1633,2022,4,KENNEDY,81,1
1634,2022,4,PUENTE ARANDA,108,1
1635,2022,4,PUENTE ARANDA,111,2
1636,2022,4,PUENTE ARANDA,40,1
1637,2022,4,PUENTE ARANDA,41,1
1638,2022,4,RAFAEL URIBE URIBE,39,1
1639,2022,4,RAFAEL URIBE URIBE,53,1
1640,2022,4,RAFAEL URIBE URIBE,54,0
1641,2022,4,SANTA FE,91,2
1642,2022,4,SANTA FE,92,1
1643,2022,4,SANTA FE,93,1
1644,2022,4,SUBA,17,0
1645,2022,4,SUBA,18,1
1646,2022,4,SUBA,19,1
1647,2022,4,SUBA,2,1
1648,2022,4,SUBA,20,1
1649,2022,4,SUBA,23,2
1650,2022,4,SUBA,24,1
1651,2022,4,SUBA,25,1
1652,2022,4,SUBA,27,0
1653,2022,4,SUBA,28,1
1654,2022,4,SUBA,3,0
1655,2022,4,TEUSAQUILLO,100,1
1656,2022,4,TEUSAQUILLO,101,1
1657,2022,4,TEUSAQUILLO,106,1
1658,2022,4,TEUSAQUILLO,107,2
1659,2022,4,TUNJUELITO,42,1
1660,2022,4,USAQUÃ‰N,10,2
1661,2022,4,USAQUÃ‰N,11,1
1662,2022,4,USAQUÃ‰N,12,1
1663,2022,4,USAQUÃ‰N,13,2
1664,2022,4,USAQUÃ‰N,14,2
1665,2022,4,USAQUÃ‰N,15,1
1666,2022,4,USAQUÃ‰N,16,2
1667,2022,4,USAQUÃ‰N,9,1
1668,2022,4,USME,56,1
1669,2022,4,USME,57,1
1670,2022,4,USME,58,1
1671,2022,4,USME,61,1
1672,2022,5,ANTONIO NARIÃ‘O,35,1
1673,2022,5,ANTONIO NARIÃ‘O,38,1
1674,2022,5,BARRIOS UNIDOS,103,1
1675,2022,5,BARRIOS UNIDOS,21,1
1676,2022,5,BARRIOS UNIDOS,22,1
1677,2022,5,BARRIOS UNIDOS,98,2
1678,2022,5,BOSA,49,1
1679,2022,5,BOSA,84,1
1680,2022,5,BOSA,85,1
1681,2022,5,BOSA,87,0
1682,2022,5,CANDELARIA,94,1
1683,2022,5,CHAPINERO,88,1
1684,2022,5,CHAPINERO,90,2
1685,2022,5,CHAPINERO,97,2
1686,2022,5,CHAPINERO,99,1
1687,2022,5,KENNEDY,113,2
1688,2022,5,KENNEDY,44,2
1689,2022,5,KENNEDY,45,0
1690,2022,5,KENNEDY,46,0
1691,2022,5,KENNEDY,48,1
1692,2022,5,KENNEDY,79,2
1693,2022,5,KENNEDY,80,1
1694,2022,5,KENNEDY,81,1
1695,2022,5,PUENTE ARANDA,108,1
1696,2022,5,PUENTE ARANDA,111,1
1697,2022,5,PUENTE ARANDA,40,0
1698,2022,5,PUENTE ARANDA,41,1
1699,2022,5,RAFAEL URIBE URIBE,39,1
1700,2022,5,RAFAEL URIBE URIBE,53,1
1701,2022,5,RAFAEL URIBE URIBE,54,0
1702,2022,5,SANTA FE,91,2
1703,2022,5,SANTA FE,92,1
1704,2022,5,SANTA FE,93,1
1705,2022,5,SUBA,17,2
1706,2022,5,SUBA,18,1
1707,2022,5,SUBA,19,1
1708,2022,5,SUBA,2,2
1709,2022,5,SUBA,20,1
1710,2022,5,SUBA,23,2
1711,2022,5,SUBA,24,1
1712,2022,5,SUBA,25,1
1713,2022,5,SUBA,27,0
1714,2022,5,SUBA,28,1
1715,2022,5,SUBA,3,1
1716,2022,5,TEUSAQUILLO,100,1
1717,2022,5,TEUSAQUILLO,101,1
1718,2022,5,TEUSAQUILLO,106,1
1719,2022,5,TEUSAQUILLO,107,2
1720,2022,5,TUNJUELITO,42,1
1721,2022,5,USAQUÃ‰N,10,2
1722,2022,5,USAQUÃ‰N,11,1
1723,2022,5,USAQUÃ‰N,12,1
1724,2022,5,USAQUÃ‰N,13,2
1725,2022,5,USAQUÃ‰N,14,2
1726,2022,5,USAQUÃ‰N,15,1
1727,2022,5,USAQUÃ‰N,16,2
1728,2022,5,USAQUÃ‰N,9,1
1729,2022,5,USME,56,1
1730,2022,5,USME,57,1
1731,2022,5,USME,58,1
1732,2022,5,USME,61,1
1733,2022,6,ANTONIO NARIÃ‘O,35,1
1734,2022,6,ANTONIO NARIÃ‘O,38,1
1735,2022,6,BARRIOS UNIDOS,103,1
1736,2022,6,BARRIOS UNIDOS,21,1
1737,2022,6,BARRIOS UNIDOS,22,1
1738,2022,6,BARRIOS UNIDOS,98,2
1739,2022,6,BOSA,49,1
1740,2022,6,BOSA,84,1
1741,2022,6,BOSA,85,0
1742,2022,6,BOSA,86,1
1743,2022,6,BOSA,87,0
1744,2022,6,CANDELARIA,94,1
1745,2022,6,CHAPINERO,88,1
1746,2022,6,CHAPINERO,90,2
1747,2022,6,CHAPINERO,97,2
1748,2022,6,CHAPINERO,99,1
1749,2022,6,KENNEDY,113,2
1750,2022,6,KENNEDY,44,2
1751,2022,6,KENNEDY,45,1
1752,2022,6,KENNEDY,46,1
1753,2022,6,KENNEDY,48,1
1754,2022,6,KENNEDY,79,1
1755,2022,6,KENNEDY,80,1
1756,2022,6,KENNEDY,81,1
1757,2022,6,PUENTE ARANDA,108,1
1758,2022,6,PUENTE ARANDA,111,1
1759,2022,6,PUENTE ARANDA,40,1
1760,2022,6,PUENTE ARANDA,41,1
1761,2022,6,RAFAEL URIBE URIBE,39,1
1762,2022,6,RAFAEL URIBE URIBE,53,1
1763,2022,6,RAFAEL URIBE URIBE,54,0
1764,2022,6,SANTA FE,91,2
1765,2022,6,SANTA FE,92,1
1766,2022,6,SANTA FE,93,0
1767,2022,6,SUBA,17,0
1768,2022,6,SUBA,18,1
1769,2022,6,SUBA,19,1
1770,2022,6,SUBA,2,2
1771,2022,6,SUBA,20,1
1772,2022,6,SUBA,23,1
1773,2022,6,SUBA,24,1
1774,2022,6,SUBA,25,1
1775,2022,6,SUBA,27,1
1776,2022,6,SUBA,28,1
1777,2022,6,SUBA,3,1
1778,2022,6,TEUSAQUILLO,100,1
1779,2022,6,TEUSAQUILLO,101,1
1780,2022,6,TEUSAQUILLO,106,1
1781,2022,6,TEUSAQUILLO,107,2
1782,2022,6,TUNJUELITO,42,1
1783,2022,6,USAQUÃ‰N,10,2
1784,2022,6,USAQUÃ‰N,11,1
1785,2022,6,USAQUÃ‰N,13,2
1786,2022,6,USAQUÃ‰N,14,2
1787,2022,6,USAQUÃ‰N,15,1
1788,2022,6,USAQUÃ‰N,16,2
1789,2022,6,USAQUÃ‰N,9,1
1790,2022,6,USME,56,0
1791,2022,6,USME,57,1
1792,2022,6,USME,58,1
1793,2022,6,USME,61,1
1794,2022,7,ANTONIO NARIÃ‘O,35,1
1795,2022,7,ANTONIO NARIÃ‘O,38,1
1796,2022,7,BARRIOS UNIDOS,103,1
1797,2022,7,BARRIOS UNIDOS,21,1
1798,2022,7,BARRIOS UNIDOS,22,1
1799,2022,7,BARRIOS UNIDOS,98,2
1800,2022,7,BOSA,49,1
1801,2022,7,BOSA,84,1
1802,2022,7,BOSA,85,0
1803,2022,7,BOSA,86,1
1804,2022,7,BOSA,87,0
1805,2022,7,CANDELARIA,94,1
1806,2022,7,CHAPINERO,88,1
1807,2022,7,CHAPINERO,90,2
1808,2022,7,CHAPINERO,97,1
1809,2022,7,CHAPINERO,99,1
1810,2022,7,KENNEDY,113,2
1811,2022,7,KENNEDY,44,2
1812,2022,7,KENNEDY,45,1
1813,2022,7,KENNEDY,46,0
1814,2022,7,KENNEDY,48,1
1815,2022,7,KENNEDY,79,1
1816,2022,7,KENNEDY,80,1
1817,2022,7,KENNEDY,81,1
1818,2022,7,PUENTE ARANDA,108,1
1819,2022,7,PUENTE ARANDA,111,1
1820,2022,7,PUENTE ARANDA,40,0
1821,2022,7,PUENTE ARANDA,41,1
1822,2022,7,RAFAEL URIBE URIBE,39,1
1823,2022,7,RAFAEL URIBE URIBE,53,1
1824,2022,7,RAFAEL URIBE URIBE,54,0
1825,2022,7,SANTA FE,91,2
1826,2022,7,SANTA FE,92,1
1827,2022,7,SANTA FE,93,1
1828,2022,7,SUBA,17,0
1829,2022,7,SUBA,18,1
1830,2022,7,SUBA,19,2
1831,2022,7,SUBA,2,2
1832,2022,7,SUBA,20,1
1833,2022,7,SUBA,23,1
1834,2022,7,SUBA,24,1
1835,2022,7,SUBA,25,1
1836,2022,7,SUBA,27,1
1837,2022,7,SUBA,28,1
1838,2022,7,SUBA,3,1
1839,2022,7,TEUSAQUILLO,100,1
1840,2022,7,TEUSAQUILLO,101,1
1841,2022,7,TEUSAQUILLO,106,1
1842,2022,7,TEUSAQUILLO,107,2
1843,2022,7,TUNJUELITO,42,1
1844,2022,7,USAQUÃ‰N,10,2
1845,2022,7,USAQUÃ‰N,11,1
1846,2022,7,USAQUÃ‰N,13,2
1847,2022,7,USAQUÃ‰N,14,2
1848,2022,7,USAQUÃ‰N,15,1
1849,2022,7,USAQUÃ‰N,16,2
1850,2022,7,USAQUÃ‰N,9,1
1851,2022,7,USME,56,0
1852,2022,7,USME,57,1
1853,2022,7,USME,58,1
1854,2022,7,USME,61,1
1855,2022,8,ANTONIO NARIÃ‘O,35,1
1856,2022,8,ANTONIO NARIÃ‘O,38,1
1857,2022,8,BARRIOS UNIDOS,103,1
1858,2022,8,BARRIOS UNIDOS,21,1
1859,2022,8,BARRIOS UNIDOS,22,1
1860,2022,8,BARRIOS UNIDOS,98,2
1861,2022,8,BOSA,49,1
1862,2022,8,BOSA,84,1
1863,2022,8,BOSA,85,1
1864,2022,8,BOSA,86,1
1865,2022,8,BOSA,87,0
1866,2022,8,CANDELARIA,94,1
1867,2022,8,CHAPINERO,88,1
1868,2022,8,CHAPINERO,90,1
1869,2022,8,CHAPINERO,97,2
1870,2022,8,CHAPINERO,99,1
1871,2022,8,KENNEDY,113,2
1872,2022,8,KENNEDY,44,2
1873,2022,8,KENNEDY,45,1
1874,2022,8,KENNEDY,46,1
1875,2022,8,KENNEDY,48,1
1876,2022,8,KENNEDY,79,1
1877,2022,8,KENNEDY,80,1
1878,2022,8,KENNEDY,81,1
1879,2022,8,PUENTE ARANDA,108,1
1880,2022,8,PUENTE ARANDA,111,1
1881,2022,8,PUENTE ARANDA,40,1
1882,2022,8,PUENTE ARANDA,41,1
1883,2022,8,RAFAEL URIBE URIBE,39,1
1884,2022,8,RAFAEL URIBE URIBE,53,1
1885,2022,8,RAFAEL URIBE URIBE,54,1
1886,2022,8,SANTA FE,91,2
1887,2022,8,SANTA FE,92,1
1888,2022,8,SANTA FE,93,1
1889,2022,8,SUBA,17,0
1890,2022,8,SUBA,18,1
1891,2022,8,SUBA,19,1
1892,2022,8,SUBA,2,2
1893,2022,8,SUBA,20,1
1894,2022,8,SUBA,23,1
1895,2022,8,SUBA,24,1
1896,2022,8,SUBA,25,1
1897,2022,8,SUBA,27,1
1898,2022,8,SUBA,28,1
1899,2022,8,SUBA,3,0
1900,2022,8,TEUSAQUILLO,100,1
1901,2022,8,TEUSAQUILLO,101,1
1902,2022,8,TEUSAQUILLO,106,1
1903,2022,8,TEUSAQUILLO,107,2
1904,2022,8,TEUSAQUILLO,109,1
1905,2022,8,TUNJUELITO,42,1
1906,2022,8,USAQUÃ‰N,10,2
1907,2022,8,USAQUÃ‰N,11,1
1908,2022,8,USAQUÃ‰N,13,2
1909,2022,8,USAQUÃ‰N,14,2
1910,2022,8,USAQUÃ‰N,15,1
1911,2022,8,USAQUÃ‰N,16,2
1912,2022,8,USAQUÃ‰N,9,1
1913,2022,8,USME,56,1
1914,2022,8,USME,57,1
1915,2022,8,USME,58,1
1916,2022,8,USME,61,1
1917,2022,9,ANTONIO NARIÃ‘O,35,1
1918,2022,9,ANTONIO NARIÃ‘O,38,1
1919,2022,9,BARRIOS UNIDOS,103,1
1920,2022,9,BARRIOS UNIDOS,21,1
1921,2022,9,BARRIOS UNIDOS,22,1
1922,2022,9,BARRIOS UNIDOS,98,2
1923,2022,9,BOSA,49,1
1924,2022,9,BOSA,84,1
1925,2022,9,BOSA,85,0
1926,2022,9,BOSA,86,1
1927,2022,9,BOSA,87,0
1928,2022,9,CANDELARIA,94,2
1929,2022,9,CHAPINERO,88,1
1930,2022,9,CHAPINERO,90,1
1931,2022,9,CHAPINERO,97,2
1932,2022,9,CHAPINERO,99,1
1933,2022,9,KENNEDY,113,2
1934,2022,9,KENNEDY,44,2
1935,2022,9,KENNEDY,45,1
1936,2022,9,KENNEDY,46,0
1937,2022,9,KENNEDY,48,1
1938,2022,9,KENNEDY,79,2
1939,2022,9,KENNEDY,80,1
1940,2022,9,KENNEDY,81,1
1941,2022,9,PUENTE ARANDA,108,2
1942,2022,9,PUENTE ARANDA,111,1
1943,2022,9,PUENTE ARANDA,40,1
1944,2022,9,PUENTE ARANDA,41,1
1945,2022,9,RAFAEL URIBE URIBE,39,1
1946,2022,9,RAFAEL URIBE URIBE,53,1
1947,2022,9,RAFAEL URIBE URIBE,54,0
1948,2022,9,SANTA FE,91,2
1949,2022,9,SANTA FE,92,1
1950,2022,9,SANTA FE,93,1
1951,2022,9,SUBA,17,0
1952,2022,9,SUBA,18,1
1953,2022,9,SUBA,19,1
1954,2022,9,SUBA,2,2
1955,2022,9,SUBA,20,1
1956,2022,9,SUBA,23,2
1957,2022,9,SUBA,24,1
1958,2022,9,SUBA,25,1
1959,2022,9,SUBA,27,1
1960,2022,9,SUBA,28,1
1961,2022,9,SUBA,3,2
1962,2022,9,TEUSAQUILLO,100,1
1963,2022,9,TEUSAQUILLO,101,1
1964,2022,9,TEUSAQUILLO,106,1
1965,2022,9,TEUSAQUILLO,107,2
1966,2022,9,TEUSAQUILLO,109,1
1967,2022,9,TUNJUELITO,42,1
1968,2022,9,USAQUÃ‰N,10,2
1969,2022,9,USAQUÃ‰N,11,0
1970,2022,9,USAQUÃ‰N,13,2
1971,2022,9,USAQUÃ‰N,14,2
1972,2022,9,USAQUÃ‰N,15,1
1973,2022,9,USAQUÃ‰N,16,2
1974,2022,9,USAQUÃ‰N,9,1
1975,2022,9,USME,56,1
1976,2022,9,USME,57,1
1977,2022,9,USME,58,1
1978,2022,9,USME,61,1
1979,2022,10,ANTONIO NARIÃ‘O,35,1
1980,2022,10,ANTONIO NARIÃ‘O,38,1
1981,2022,10,BARRIOS UNIDOS,103,1
1982,2022,10,BARRIOS UNIDOS,21,1
1983,2022,10,BARRIOS UNIDOS,22,1
1984,2022,10,BARRIOS UNIDOS,98,2
1985,2022,10,BOSA,49,1
1986,2022,10,BOSA,84,1
1987,2022,10,BOSA,85,0
1988,2022,10,BOSA,86,1
1989,2022,10,BOSA,87,0
1990,2022,10,CANDELARIA,94,1
1991,2022,10,CHAPINERO,88,1
1992,2022,10,CHAPINERO,90,1
1993,2022,10,CHAPINERO,97,2
1994,2022,10,CHAPINERO,99,1
1995,2022,10,KENNEDY,113,2
1996,2022,10,KENNEDY,44,2
1997,2022,10,KENNEDY,45,1
1998,2022,10,KENNEDY,46,1
1999,2022,10,KENNEDY,48,1
2000,2022,10,KENNEDY,79,2
2001,2022,10,KENNEDY,80,0
2002,2022,10,PUENTE ARANDA,108,0
2003,2022,10,PUENTE ARANDA,111,1
2004,2022,10,PUENTE ARANDA,40,1
2005,2022,10,PUENTE ARANDA,41,1
2006,2022,10,RAFAEL URIBE URIBE,39,1
2007,2022,10,RAFAEL URIBE URIBE,53,1
2008,2022,10,RAFAEL URIBE URIBE,54,1
2009,2022,10,SANTA FE,91,2
2010,2022,10,SANTA FE,92,1
2011,2022,10,SANTA FE,93,1
2012,2022,10,SUBA,17,0
2013,2022,10,SUBA,18,1
2014,2022,10,SUBA,19,1
2015,2022,10,SUBA,2,2
2016,2022,10,SUBA,20,1
2017,2022,10,SUBA,23,1
2018,2022,10,SUBA,24,1
2019,2022,10,SUBA,25,1
2020,2022,10,SUBA,27,1
2021,2022,10,SUBA,28,1
2022,2022,10,SUBA,3,2
2023,2022,10,TEUSAQUILLO,100,1
2024,2022,10,TEUSAQUILLO,101,1
2025,2022,10,TEUSAQUILLO,106,1
2026,2022,10,TEUSAQUILLO,107,2
2027,2022,10,TEUSAQUILLO,109,1
2028,2022,10,TUNJUELITO,42,1
2029,2022,10,USAQUÃ‰N,10,2
2030,2022,10,USAQUÃ‰N,11,1
2031,2022,10,USAQUÃ‰N,13,2
2032,2022,10,USAQUÃ‰N,14,2
2033,2022,10,USAQUÃ‰N,15,1
2034,2022,10,USAQUÃ‰N,16,2
2035,2022,10,USAQUÃ‰N,9,1
2036,2022,10,USME,56,1
2037,2022,10,USME,57,1
2038,2022,10,USME,58,1
2039,2022,10,USME,61,1
2040,2022,11,ANTONIO NARIÃ‘O,35,1
2041,2022,11,ANTONIO NARIÃ‘O,38,1
2042,2022,11,BARRIOS UNIDOS,103,1
2043,2022,11,BARRIOS UNIDOS,21,1
2044,2022,11,BARRIOS UNIDOS,22,1
2045,2022,11,BARRIOS UNIDOS,98,2
2046,2022,11,BOSA,84,1
2047,2022,11,BOSA,85,0
2048,2022,11,BOSA,86,1
2049,2022,11,BOSA,87,0
2050,2022,11,CANDELARIA,94,1
2051,2022,11,CHAPINERO,88,1
2052,2022,11,CHAPINERO,90,2
2053,2022,11,CHAPINERO,97,2
2054,2022,11,CHAPINERO,99,1
2055,2022,11,KENNEDY,113,2
2056,2022,11,KENNEDY,44,2
2057,2022,11,KENNEDY,45,1
2058,2022,11,KENNEDY,46,1
2059,2022,11,KENNEDY,48,1
2060,2022,11,KENNEDY,79,1
2061,2022,11,KENNEDY,80,1
2062,2022,11,PUENTE ARANDA,108,1
2063,2022,11,PUENTE ARANDA,111,1
2064,2022,11,PUENTE ARANDA,40,1
2065,2022,11,PUENTE ARANDA,41,1
2066,2022,11,RAFAEL URIBE URIBE,39,1
2067,2022,11,RAFAEL URIBE URIBE,53,1
2068,2022,11,RAFAEL URIBE URIBE,54,0
2069,2022,11,SANTA FE,91,2
2070,2022,11,SANTA FE,92,1
2071,2022,11,SANTA FE,93,1
2072,2022,11,SUBA,17,0
2073,2022,11,SUBA,18,1
2074,2022,11,SUBA,19,1
2075,2022,11,SUBA,2,2
2076,2022,11,SUBA,20,1
2077,2022,11,SUBA,23,1
2078,2022,11,SUBA,24,1
2079,2022,11,SUBA,25,2
2080,2022,11,SUBA,27,1
2081,2022,11,SUBA,28,1
2082,2022,11,SUBA,3,2
